Data Info 1,Data info 2
-3.0157,-4.8147
-2.9290,-4.2100
-2.8423,-4.6673
-2.7556,-3.8966
-2.6690,-3.2139
-2.5823,-3.3178
-2.4956,-3.8641
-2.4089,-3.7960
-2.3222,-3.7651
-2.2355,-3.3208
-2.1489,-2.7576
-2.0622,-4.0732
-1.9755,-3.8024
-1.8888,-3.6156
-1.8021,-3.4019
-1.7154,-3.6422
-1.6288,-3.0593
-1.5421,-2.6199
-1.4554,-2.9903
-1.3687,-2.0228
-1.2820,-2.5476
-1.1953,-2.8950
-1.1087,-2.9554
-1.0220,-2.8400
-0.9353,-2.6473
-0.8486,-2.8595
-0.7619,-2.4810
-0.6752,-1.4928
-0.5886,-1.4386
-0.5019,-1.8654
-0.4152,-2.4596
-0.3285,-1.6656
-0.2418,-1.1771
-0.1552,-1.5116
-0.0685,-2.2510
0.0182,-2.1081
0.1049,-2.0159
0.1916,-1.5933
0.2783,-1.4252
0.3649,-0.6607
0.4516,-0.7437
0.5383,-0.9799
0.6250,-0.8923
0.7117,-0.9268
0.7984,-1.8414
0.8850,-0.8251
0.9717,-1.0598
1.0584,-1.0711
1.1451,-1.3424
1.2318,-0.2889
1.3185,-0.2539
1.4051,-1.0796
1.4918,-1.2285
1.5785,-0.9691
1.6652,-0.9354
1.7519,-0.7006
1.8386,-0.2719
1.9252,0.4791
2.0119,-0.4975
2.0986,0.2265
2.1853,-0.3954
2.2720,0.3885
2.3587,0.2914
2.4453,0.7094
2.5320,0.8534
2.6187,0.4927
2.7054,0.4447
2.7921,-0.2718
2.8788,0.8520
2.9654,0.8603
3.0521,0.7667
3.1388,0.8983
3.2255,1.1077
3.3122,1.0199
3.3988,1.7340
3.4855,0.9584
3.5722,1.4263
3.6589,1.0471
3.7456,1.3887
3.8323,1.8845
3.9189,2.0790
4.0056,2.1513
4.0923,1.3406
4.1790,1.6061
4.2657,1.9855
4.3524,1.6156
4.4390,1.8261
4.5257,1.9838
4.6124,1.7473
4.6991,2.4625
