Data Info 1,Data info 2
-6.0410,12.4630
-5.9023,12.0154
-5.7636,13.0646
-5.6249,11.1635
-5.4862,12.2113
-5.3475,10.5249
-5.2088,11.9923
-5.0701,10.9085
-4.9314,11.3259
-4.7927,12.2872
-4.6540,9.6432
-4.5153,12.1282
-4.3766,11.5493
-4.2379,10.7506
-4.0992,11.0516
-3.9605,12.0475
-3.8218,10.4476
-3.6832,10.4446
-3.5445,11.8363
-3.4058,9.1624
-3.2671,11.6917
-3.1284,11.4672
-2.9897,10.8638
-2.8510,9.5868
-2.7123,10.7223
-2.5736,9.9218
-2.4349,8.9524
-2.2962,9.3352
-2.1575,10.6402
-2.0188,9.9092
-1.8801,8.7582
-1.7414,9.5662
-1.6027,9.7441
-1.4640,10.3814
-1.3253,8.9912
-1.1867,8.4528
-1.0480,7.3453
-0.9093,9.8324
-0.7706,7.5670
-0.6319,8.3823
-0.4932,7.8687
-0.3545,6.7962
-0.2158,8.6783
-0.0771,8.7242
0.0616,7.8398
0.2003,7.0996
0.3390,8.2007
0.4777,8.8552
0.6164,8.2015
0.7551,7.3016
