Data Info 1,Data info 2
4.7398,6.1428
4.7968,7.0168
4.8538,5.9676
4.9108,6.9563
4.9678,7.1094
5.0248,6.6956
5.0818,6.2232
5.1387,7.0957
5.1957,6.2790
5.2527,7.2413
5.3097,7.0860
5.3667,8.3169
5.4237,7.7979
5.4807,7.4132
5.5377,7.0309
5.5947,6.5967
5.6517,7.3547
5.7087,7.6452
5.7657,7.8600
5.8226,7.9767
5.8796,7.4911
5.9366,8.9074
5.9936,7.2867
6.0506,7.4931
6.1076,8.0709
6.1646,9.2742
6.2216,7.6771
6.2786,8.7965
6.3356,9.3147
6.3926,8.3488
6.4495,7.9442
6.5065,9.2121
6.5635,9.2624
6.6205,9.1778
6.6775,9.5541
6.7345,7.6513
6.7915,7.8217
6.8485,9.1629
6.9055,7.9130
6.9625,8.1143
7.0195,8.4086
7.0764,10.0086
7.1334,10.0906
7.1904,8.9080
7.2474,9.6905
7.3044,9.2948
7.3614,9.2649
7.4184,9.5376
7.4754,9.7849
7.5324,8.7446
7.5894,9.0994
7.6464,8.4080
7.7033,10.1716
7.7603,10.1314
7.8173,8.4575
7.8743,9.7818
7.9313,8.7761
7.9883,9.5570
8.0453,9.7824
8.1023,10.0079
8.1593,10.7710
8.2163,9.6355
8.2733,10.6571
8.3302,10.9890
8.3872,11.1095
8.4442,10.0879
8.5012,10.6205
8.5582,9.4897
8.6152,9.2493
8.6722,10.2157
8.7292,9.3974
8.7862,9.1929
8.8432,9.7508
8.9002,11.2946
8.9572,11.2820
9.0141,10.3958
9.0711,11.6760
9.1281,11.4403
9.1851,9.9429
9.2421,10.8862
9.2991,11.3347
9.3561,11.1156
9.4131,10.7061
9.4701,10.4549
9.5271,10.1645
9.5841,11.0334
9.6410,11.8844
9.6980,10.8287
9.7550,11.1936
9.8120,11.2965
9.8690,10.1995
9.9260,10.8229
9.9830,11.1388
10.0400,10.8917
10.0970,11.6800
10.1540,11.7853
10.2110,11.7696
10.2679,12.4954
10.3249,10.6553
10.3819,12.5419
