Data Info 1,Data info 2
-1.7609,-14.2452
-1.5789,-14.1988
-1.3969,-13.8160
-1.2150,-13.9125
-1.0330,-13.6793
-0.8510,-13.3675
-0.6690,-13.3921
-0.4870,-12.7621
-0.3051,-13.0930
-0.1231,-12.4065
0.0589,-12.2794
0.2409,-11.9871
0.4228,-12.0819
0.6048,-11.5467
0.7868,-11.3404
0.9688,-11.0671
1.1507,-11.3921
1.3327,-11.1669
1.5147,-11.0835
1.6967,-10.7684
1.8786,-10.6863
2.0606,-10.1541
2.2426,-9.5457
2.4246,-9.6971
2.6066,-9.5318
2.7885,-9.5051
2.9705,-8.9366
3.1525,-8.7476
3.3345,-8.3744
3.5164,-8.7492
3.6984,-8.0202
3.8804,-7.7244
4.0624,-7.5096
4.2443,-7.3820
4.4263,-7.2059
4.6083,-6.8754
4.7903,-7.2681
4.9722,-7.1617
5.1542,-6.5589
5.3362,-6.7914
5.5182,-6.1919
5.7002,-6.0988
5.8821,-6.0001
6.0641,-5.4319
6.2461,-5.5425
6.4281,-5.3518
6.6100,-4.8147
6.7920,-5.1346
6.9740,-4.9148
7.1560,-4.4419
