Data Info 1,Data info 2
2.9573,-16.0830
3.0665,-16.0291
3.1757,-16.7346
3.2849,-16.9468
3.3941,-16.0078
3.5033,-16.9290
3.6125,-16.4034
3.7217,-17.0363
3.8309,-16.8006
3.9401,-16.3508
4.0493,-17.6396
4.1585,-16.7707
4.2677,-17.0359
4.3769,-17.0130
4.4861,-17.2876
4.5953,-16.8732
4.7045,-18.0488
4.8137,-18.0777
4.9229,-17.0881
5.0321,-17.5171
5.1414,-17.1764
5.2506,-17.1587
5.3598,-17.7037
5.4690,-18.2082
5.5782,-18.0773
5.6874,-18.4597
5.7966,-18.6965
5.9058,-18.7723
6.0150,-18.0634
6.1242,-18.2251
6.2334,-19.0708
6.3426,-18.5900
6.4518,-18.5896
6.5610,-18.6071
6.6702,-18.0060
6.7794,-19.3445
6.8886,-19.4971
6.9978,-18.7991
7.1070,-19.5155
7.2162,-18.5698
7.3254,-18.4971
7.4346,-18.7645
7.5438,-19.0281
7.6531,-19.5144
7.7623,-19.8720
7.8715,-20.0048
7.9807,-19.8639
8.0899,-19.3188
8.1991,-19.2238
8.3083,-20.1453
8.4175,-20.1912
8.5267,-19.9116
8.6359,-19.6557
8.7451,-20.3073
8.8543,-19.7772
8.9635,-20.5047
9.0727,-19.7118
9.1819,-20.6923
9.2911,-20.1630
9.4003,-20.0552
9.5095,-20.7901
9.6187,-21.0249
9.7279,-20.3588
9.8371,-21.3630
9.9463,-20.3944
10.0555,-20.4337
10.1647,-21.3598
10.2740,-21.7331
10.3832,-21.1923
10.4924,-21.8471
