Data Info 1,Data info 2
10.9245,-20.6013
11.0432,-20.6643
11.1618,-20.3528
11.2804,-18.5967
11.3990,-21.2418
11.5177,-22.5059
11.6363,-21.4886
11.7549,-22.4652
11.8736,-21.2598
11.9922,-19.9137
12.1108,-21.6511
12.2295,-24.1806
12.3481,-20.4445
12.4667,-21.2427
12.5853,-21.3575
12.7040,-20.4183
12.8226,-24.5880
12.9412,-21.3838
13.0599,-25.1518
13.1785,-20.7792
13.2971,-23.0679
13.4158,-21.8505
13.5344,-23.9036
13.6530,-24.7026
13.7716,-25.5182
13.8903,-26.4065
14.0089,-23.5779
14.1275,-26.4479
14.2462,-21.9972
14.3648,-23.9737
14.4834,-22.4297
14.6021,-26.0685
14.7207,-22.8381
14.8393,-24.1559
14.9580,-22.8928
15.0766,-22.9948
15.1952,-27.5405
15.3138,-24.1103
15.4325,-23.0988
15.5511,-27.1808
15.6697,-28.3389
15.7884,-27.7915
15.9070,-25.1447
16.0256,-25.7134
16.1443,-25.6424
16.2629,-26.8033
16.3815,-28.5863
16.5001,-25.5791
16.6188,-26.1649
16.7374,-24.7649
