Data Info 1,Data info 2
10.8296,-1.5559
10.9347,2.1095
11.0398,-1.0935
11.1450,-0.6426
11.2501,2.0605
11.3552,-0.9444
11.4603,2.2988
11.5654,1.7350
11.6705,1.0794
11.7756,0.3495
11.8807,0.8663
11.9858,2.9410
12.0910,-0.5216
12.1961,1.9312
12.3012,-1.1127
12.4063,2.8882
12.5114,1.6551
12.6165,3.2525
12.7216,0.8462
12.8267,2.9179
12.9319,-0.8161
13.0370,1.4537
13.1421,2.9559
13.2472,1.3569
13.3523,2.1991
13.4574,3.8766
13.5625,2.3171
13.6676,3.2910
13.7727,4.0233
13.8779,0.6186
13.9830,4.0653
14.0881,3.4142
14.1932,0.5964
14.2983,4.4339
14.4034,2.6122
14.5085,4.7331
14.6136,0.7694
14.7188,0.8513
14.8239,4.0425
14.9290,1.2847
15.0341,2.8807
15.1392,4.6137
15.2443,0.7745
15.3494,1.5289
15.4545,1.7228
15.5596,1.1345
15.6648,0.9745
15.7699,3.7194
15.8750,2.7110
15.9801,4.3017
16.0852,1.5982
16.1903,4.2653
16.2954,3.5632
16.4005,4.0241
16.5056,5.9633
16.6108,5.2364
16.7159,5.8918
16.8210,3.6227
16.9261,6.2617
17.0312,5.5598
