Data Info 1,Data info 2
4.3950,-12.4081
4.4385,-11.1339
4.4821,-12.0112
4.5256,-11.8005
4.5692,-10.7065
4.6127,-12.3600
4.6562,-12.6024
4.6998,-11.6233
4.7433,-12.9810
4.7868,-13.2100
4.8304,-12.3782
4.8739,-12.1738
4.9175,-12.0207
4.9610,-12.4495
5.0045,-13.6468
5.0481,-11.8919
5.0916,-13.4157
5.1351,-12.3151
5.1787,-13.1110
5.2222,-14.0232
5.2658,-13.2962
5.3093,-13.5221
5.3528,-12.5940
5.3964,-12.5067
5.4399,-13.8003
5.4834,-14.5862
5.5270,-13.3824
5.5705,-13.8052
5.6141,-13.7495
5.6576,-13.3660
5.7011,-14.8660
5.7447,-14.3959
5.7882,-15.1375
5.8317,-13.4776
5.8753,-13.7381
5.9188,-13.9925
5.9624,-15.5577
6.0059,-14.7154
6.0494,-15.3336
6.0930,-15.0799
6.1365,-15.3460
6.1800,-15.8133
6.2236,-15.4280
6.2671,-15.2698
6.3107,-16.2797
6.3542,-16.1947
6.3977,-15.8524
6.4413,-15.5873
6.4848,-16.3155
6.5283,-15.5760
6.5719,-16.9728
6.6154,-17.1639
6.6590,-15.3552
6.7025,-16.5328
6.7460,-16.2591
6.7896,-16.0457
6.8331,-17.5481
6.8766,-16.3738
6.9202,-17.7118
6.9637,-17.1191
7.0073,-16.6972
7.0508,-17.5850
7.0943,-16.3233
7.1379,-17.7986
7.1814,-16.5232
7.2249,-17.0663
7.2685,-18.0717
7.3120,-16.5426
7.3556,-17.8785
7.3991,-17.5979
7.4426,-18.8547
7.4862,-17.5158
7.5297,-17.7122
7.5732,-17.1665
7.6168,-19.0865
7.6603,-17.5627
7.7039,-18.3745
7.7474,-17.9908
7.7909,-18.3729
7.8345,-18.8232
7.8780,-19.8013
7.9215,-18.1552
7.9651,-19.8068
8.0086,-18.2662
8.0521,-18.9339
8.0957,-20.3247
8.1392,-18.3940
8.1828,-20.3017
8.2263,-20.1189
8.2698,-20.3874
8.3134,-18.8290
8.3569,-19.7324
8.4004,-20.8870
8.4440,-20.9869
8.4875,-19.8008
8.5311,-21.2152
8.5746,-20.9268
8.6181,-19.5572
8.6617,-20.8238
8.7052,-19.8507
8.7487,-21.3430
8.7923,-19.9371
8.8358,-19.9656
8.8794,-20.8523
8.9229,-21.1926
8.9664,-20.8648
9.0100,-20.9347
9.0535,-21.2799
9.0970,-22.1574
9.1406,-20.6910
9.1841,-21.4696
9.2277,-21.7702
9.2712,-20.7194
9.3147,-22.2148
9.3583,-22.7539
9.4018,-21.7802
9.4453,-22.7305
9.4889,-22.8269
9.5324,-23.1868
9.5760,-23.3958
9.6195,-22.4163
9.6630,-23.6843
9.7066,-22.6106
9.7501,-22.8839
9.7936,-22.5353
9.8372,-21.8986
9.8807,-22.5596
9.9243,-22.0968
9.9678,-24.0652
10.0113,-23.0507
10.0549,-23.2676
10.0984,-23.4135
10.1419,-24.1080
10.1855,-23.3508
10.2290,-23.1672
10.2726,-23.5694
10.3161,-25.0268
10.3596,-23.8591
10.4032,-24.3847
10.4467,-23.9574
10.4902,-24.0372
10.5338,-23.3847
10.5773,-25.2001
10.6209,-24.7199
10.6644,-25.4156
10.7079,-24.9542
10.7515,-24.9249
10.7950,-25.7418
10.8385,-24.0641
10.8821,-25.1901
