Data Info 1,Data info 2
0.4308,-14.2306
0.5727,-13.9398
0.7146,-13.6751
0.8564,-13.4844
0.9983,-13.1763
1.1402,-12.9049
1.2821,-12.7715
1.4240,-12.5113
1.5658,-12.2448
1.7077,-12.0626
1.8496,-11.7408
1.9915,-11.5403
2.1333,-11.3386
2.2752,-11.0263
2.4171,-10.7987
2.5590,-10.6093
2.7009,-10.3286
2.8427,-10.0733
2.9846,-9.8988
3.1265,-9.6155
3.2684,-9.4607
3.4103,-9.2466
3.5521,-8.9492
3.6940,-8.6586
3.8359,-8.5274
3.9778,-8.2484
4.1197,-7.9520
4.2615,-7.8050
4.4034,-7.5045
4.5453,-7.2304
4.6872,-7.1048
4.8290,-6.7527
4.9709,-6.5759
5.1128,-6.3401
5.2547,-6.0383
5.3966,-5.7948
5.5384,-5.6768
5.6803,-5.4113
5.8222,-5.1526
5.9641,-4.8379
6.1060,-4.6883
6.2478,-4.3910
6.3897,-4.2269
6.5316,-3.9669
6.6735,-3.6865
6.8154,-3.4892
6.9572,-3.2252
7.0991,-3.0131
7.2410,-2.8354
7.3829,-2.4942
7.5247,-2.2745
7.6666,-2.1250
7.8085,-1.7674
7.9504,-1.5889
8.0923,-1.3528
8.2341,-1.1542
8.3760,-0.8762
8.5179,-0.6344
8.6598,-0.4407
8.8017,-0.1020
8.9435,0.0954
9.0854,0.2819
9.2273,0.5313
9.3692,0.7794
9.5111,1.0697
9.6529,1.2453
9.7948,1.4766
9.9367,1.7944
10.0786,2.0502
10.2204,2.1617
