Data Info 1,Data info 2
-2.7862,-0.7950
-2.7388,-0.1764
-2.6914,-0.2061
-2.6440,0.1247
-2.5967,-0.2547
-2.5493,0.0077
-2.5019,-1.1643
-2.4545,-1.1574
-2.4072,-1.1827
-2.3598,-0.8329
-2.3124,-0.2318
-2.2650,-0.1685
-2.2176,-0.0303
-2.1703,-0.9463
-2.1229,-0.5077
-2.0755,-1.3744
-2.0281,-1.4458
-1.9808,-0.8055
-1.9334,-1.4491
-1.8860,-1.3821
-1.8386,-1.2583
-1.7913,-1.2837
-1.7439,-1.4902
-1.6965,-0.9810
-1.6491,-0.8307
-1.6017,-0.5402
-1.5544,-1.6234
-1.5070,-0.9374
-1.4596,-0.4136
-1.4122,-1.6188
-1.3649,-0.7621
-1.3175,-0.7343
-1.2701,-0.9573
-1.2227,-0.6524
-1.1754,-0.5382
-1.1280,-0.6217
-1.0806,-1.7171
-1.0332,-0.6776
-0.9858,-1.5014
-0.9385,-1.5365
-0.8911,-1.8034
-0.8437,-1.3407
-0.7963,-1.3781
-0.7490,-1.3583
-0.7016,-0.9915
-0.6542,-0.8134
-0.6068,-0.9543
-0.5595,-2.1657
-0.5121,-1.5980
-0.4647,-1.8355
-0.4173,-1.1690
-0.3699,-2.0548
-0.3226,-1.2414
-0.2752,-2.0989
-0.2278,-1.9309
-0.1804,-2.2872
-0.1331,-2.2903
-0.0857,-1.0653
-0.0383,-1.2565
0.0091,-1.1859
0.0564,-1.2706
0.1038,-1.6305
0.1512,-1.6742
0.1986,-2.4559
0.2460,-1.5877
0.2933,-1.2474
0.3407,-2.4461
0.3881,-2.0340
0.4355,-1.7759
0.4828,-2.6252
0.5302,-1.6666
0.5776,-2.3691
0.6250,-1.6089
0.6723,-2.7257
0.7197,-1.6744
0.7671,-2.5870
0.8145,-1.7645
0.8619,-1.5458
0.9092,-2.8346
0.9566,-1.6357
1.0040,-1.9460
1.0514,-2.6791
1.0987,-1.8052
1.1461,-2.8580
1.1935,-2.9592
1.2409,-2.2551
1.2882,-2.5667
1.3356,-1.7929
1.3830,-3.0429
1.4304,-1.7879
1.4778,-1.7834
1.5251,-2.6672
1.5725,-2.1900
1.6199,-2.0106
1.6673,-2.9987
1.7146,-2.7700
1.7620,-2.1526
1.8094,-2.1692
1.8568,-3.2329
1.9041,-2.5088
1.9515,-2.7312
1.9989,-3.2662
2.0463,-3.1220
2.0937,-2.9429
2.1410,-2.2828
2.1884,-2.2934
2.2358,-3.3849
2.2832,-2.7949
2.3305,-2.9306
2.3779,-2.6677
2.4253,-3.2951
2.4727,-3.0584
2.5200,-3.1134
2.5674,-2.8390
2.6148,-3.2370
2.6622,-2.6621
2.7096,-3.5015
2.7569,-2.5817
2.8043,-2.6092
2.8517,-3.4767
2.8991,-3.1283
2.9464,-3.6805
2.9938,-2.6022
3.0412,-3.3260
3.0886,-2.8264
3.1359,-3.3164
3.1833,-3.3691
3.2307,-3.1464
3.2781,-3.2496
3.3255,-3.4109
