Data Info 1,Data info 2
-0.0595,-2.7318
0.0373,-2.8267
0.1342,-2.9697
0.2310,-3.1222
0.3279,-3.3372
0.4247,-3.4277
0.5216,-3.6016
0.6184,-3.7247
0.7153,-3.9466
0.8121,-4.0674
0.9090,-4.1931
1.0058,-4.3304
1.1027,-4.5370
1.1995,-4.6720
1.2963,-4.7921
1.3932,-4.9875
1.4900,-5.1309
1.5869,-5.2388
1.6837,-5.4559
1.7806,-5.5353
1.8774,-5.7220
1.9743,-5.8960
2.0711,-6.0055
2.1680,-6.1401
2.2648,-6.3428
2.3617,-6.4924
2.4585,-6.6498
2.5554,-6.7943
2.6522,-6.9684
2.7490,-7.0946
2.8459,-7.2062
2.9427,-7.3992
3.0396,-7.5617
3.1364,-7.6824
3.2333,-7.8027
3.3301,-7.9575
3.4270,-8.1302
3.5238,-8.3221
3.6207,-8.4116
3.7175,-8.5662
3.8144,-8.7847
3.9112,-8.9286
4.0081,-9.0162
4.1049,-9.1635
4.2018,-9.3198
4.2986,-9.4765
4.3954,-9.6686
4.4923,-9.7991
4.5891,-9.9307
4.6860,-10.0893
4.7828,-10.2790
4.8797,-10.4159
4.9765,-10.5722
5.0734,-10.6944
5.1702,-10.8676
5.2671,-11.0014
5.3639,-11.1636
5.4608,-11.3029
5.5576,-11.4304
5.6545,-11.5862
5.7513,-11.7459
5.8482,-11.9196
5.9450,-12.0804
6.0418,-12.2245
6.1387,-12.3430
6.2355,-12.5178
6.3324,-12.7162
6.4292,-12.8044
6.5261,-12.9769
6.6229,-13.1650
6.7198,-13.3200
6.8166,-13.4466
6.9135,-13.5544
7.0103,-13.7217
7.1072,-13.8653
7.2040,-14.0338
7.3009,-14.2253
7.3977,-14.3378
7.4945,-14.5253
7.5914,-14.6364
7.6882,-14.7829
7.7851,-14.9346
7.8819,-15.0992
7.9788,-15.2291
8.0756,-15.3778
8.1725,-15.5621
8.2693,-15.6782
8.3662,-15.8664
8.4630,-15.9730
8.5599,-16.1690
8.6567,-16.3316
8.7536,-16.4877
8.8504,-16.5742
8.9473,-16.7244
9.0441,-16.9222
9.1409,-17.0829
9.2378,-17.1921
9.3346,-17.3491
9.4315,-17.5153
9.5283,-17.6664
