Data Info 1,Data info 2
-1.8026,2.4754
-1.7202,2.3012
-1.6378,2.7876
-1.5553,2.8005
-1.4729,2.0104
-1.3905,2.2034
-1.3081,2.1423
-1.2257,1.9168
-1.1433,1.9839
-1.0609,1.3773
-0.9784,1.5160
-0.8960,1.5620
-0.8136,1.5274
-0.7312,1.0803
-0.6488,0.9686
-0.5664,0.8058
-0.4840,1.3801
-0.4015,1.0027
-0.3191,0.6614
-0.2367,1.2566
-0.1543,0.4540
-0.0719,0.8873
0.0105,0.4985
0.0930,0.1775
0.1754,0.1623
0.2578,-0.2420
0.3402,0.3898
0.4226,0.2336
0.5050,-0.2562
0.5874,-0.2009
0.6699,-0.5963
0.7523,-0.5055
0.8347,-0.8667
0.9171,-0.3343
0.9995,-0.7917
1.0819,-1.0779
1.1644,-1.1525
1.2468,-1.3116
1.3292,-0.9394
1.4116,-0.7338
1.4940,-1.2302
1.5764,-1.4543
1.6588,-1.5745
1.7413,-1.1335
1.8237,-1.3228
1.9061,-1.3153
1.9885,-2.0998
2.0709,-2.3033
2.1533,-2.0678
2.2357,-1.8143
2.3182,-1.7976
2.4006,-2.3472
2.4830,-2.3593
2.5654,-2.7012
2.6478,-2.7400
2.7302,-2.8614
2.8127,-3.2750
2.8951,-2.6242
2.9775,-3.3649
3.0599,-3.2920
3.1423,-2.9401
3.2247,-3.0320
3.3071,-3.6526
3.3896,-3.2226
3.4720,-3.7425
3.5544,-3.8650
3.6368,-4.3197
3.7192,-3.5117
3.8016,-4.1979
3.8841,-4.5364
3.9665,-4.0353
4.0489,-4.5326
4.1313,-4.6284
4.2137,-4.8157
4.2961,-4.6773
4.3785,-4.9025
4.4610,-4.9542
4.5434,-5.0084
4.6258,-5.0010
4.7082,-4.9832
4.7906,-4.9361
4.8730,-5.4749
4.9554,-5.8982
5.0379,-5.7209
5.1203,-5.4631
5.2027,-5.3483
5.2851,-5.6242
5.3675,-6.1966
5.4499,-6.3045
5.5324,-6.2293
5.6148,-6.3397
5.6972,-6.1618
5.7796,-6.2876
5.8620,-6.6385
5.9444,-6.4877
6.0268,-6.8683
6.1093,-6.4800
6.1917,-7.2198
6.2741,-6.8575
6.3565,-7.1306
6.4389,-6.9875
6.5213,-7.0427
6.6037,-7.4794
6.6862,-7.6626
6.7686,-7.2111
6.8510,-7.5563
6.9334,-8.2011
7.0158,-8.0961
7.0982,-8.3466
7.1807,-8.3112
