Data Info 1,Data info 2
14.3555,22.5148
14.4336,23.8956
14.5117,22.2832
14.5899,26.7725
14.6680,25.2983
14.7461,21.4946
14.8243,27.6525
14.9024,25.7909
14.9805,24.7530
15.0587,25.6499
15.1368,23.8521
15.2149,23.0672
15.2931,25.5967
15.3712,26.0755
15.4493,24.6143
15.5275,25.7727
15.6056,24.6814
15.6838,22.9485
15.7619,29.1497
15.8400,27.8921
15.9182,28.4107
15.9963,28.0252
16.0744,23.6256
16.1526,24.1804
16.2307,28.8513
16.3088,26.7567
16.3870,24.5782
16.4651,26.0549
16.5432,28.2501
16.6214,24.4160
16.6995,26.9309
16.7776,24.4562
16.8558,25.9817
16.9339,26.6683
17.0120,26.1101
17.0902,28.0794
17.1683,26.5520
17.2464,28.8916
17.3246,26.0416
17.4027,27.1583
17.4808,29.9291
17.5590,24.8873
17.6371,25.2224
17.7152,24.8760
17.7934,26.0554
17.8715,28.2052
17.9496,28.1684
18.0278,27.0695
18.1059,26.1370
18.1840,29.8558
18.2622,29.0549
18.3403,30.0063
18.4184,29.1847
18.4966,26.7926
18.5747,30.4645
18.6528,25.5563
18.7310,27.1997
18.8091,26.4060
18.8872,25.6151
18.9654,26.1615
19.0435,29.8748
19.1216,28.0464
19.1998,30.1278
19.2779,29.2262
19.3560,27.4048
19.4342,29.4983
19.5123,31.3109
19.5905,29.2601
19.6686,26.5288
19.7467,26.3204
19.8249,27.2102
19.9030,27.6261
19.9811,29.8102
20.0593,32.0260
20.1374,32.9334
20.2155,32.7444
20.2937,29.5133
20.3718,30.0170
20.4499,27.5427
20.5281,33.2121
20.6062,30.5564
20.6843,28.9325
20.7625,32.7812
20.8406,34.0296
20.9187,33.7285
20.9969,32.7556
21.0750,33.1627
21.1531,32.5493
21.2313,30.3185
21.3094,28.3355
21.3875,31.5953
21.4657,28.0327
21.5438,31.4346
21.6219,35.0093
21.7001,32.2152
21.7782,32.3558
21.8563,35.0621
21.9345,32.1022
22.0126,29.1503
22.0907,32.8677
22.1689,31.1782
22.2470,33.2028
22.3251,29.8426
22.4033,34.0770
22.4814,35.7061
22.5595,28.8744
22.6377,35.3110
22.7158,33.3604
22.7939,29.7922
22.8721,35.6693
22.9502,35.9357
23.0283,35.9256
23.1065,31.4838
23.1846,34.7521
23.2627,36.2696
23.3409,35.6865
23.4190,34.8121
23.4972,30.6087
23.5753,30.5495
23.6534,29.9714
