Data Info 1,Data info 2
-1.7166,-6.1556
-1.5763,-6.4443
-1.4360,-6.9706
-1.2957,-7.7243
-1.1554,-7.7956
-1.0151,-8.2453
-0.8748,-7.9599
-0.7345,-8.4659
-0.5942,-8.6805
-0.4539,-9.1903
-0.3136,-9.4042
-0.1733,-9.6372
-0.0330,-9.9567
0.1072,-10.1182
0.2475,-10.6513
0.3878,-10.5368
0.5281,-10.8351
0.6684,-11.7423
0.8087,-11.3132
0.9490,-11.8389
1.0893,-11.8220
1.2296,-12.2895
1.3699,-13.0106
1.5102,-12.8570
1.6505,-13.0176
1.7908,-14.0445
1.9311,-13.9786
2.0714,-14.0658
2.2117,-14.2731
2.3520,-14.7371
2.4923,-15.0519
2.6326,-15.3444
2.7729,-15.6459
2.9132,-16.3615
3.0535,-16.4012
3.1937,-16.5113
3.3340,-16.7909
3.4743,-17.4546
3.6146,-17.0095
3.7549,-17.9950
3.8952,-17.9073
4.0355,-18.5665
4.1758,-18.4052
4.3161,-18.8391
4.4564,-19.2900
4.5967,-19.0278
4.7370,-20.1175
4.8773,-20.3337
5.0176,-19.8342
5.1579,-20.7781
