Data Info 1,Data info 2
-0.9927,-13.1897
-0.8701,-13.0408
-0.7474,-13.1233
-0.6247,-13.2447
-0.5021,-13.3914
-0.3794,-13.4219
-0.2567,-13.7523
-0.1341,-13.3834
-0.0114,-13.8174
0.1113,-13.8286
0.2339,-13.7283
0.3566,-14.0881
0.4793,-14.1078
0.6019,-14.2300
0.7246,-14.2374
0.8473,-14.0490
0.9699,-14.2774
1.0926,-14.7338
1.2153,-14.3851
1.3379,-14.8847
1.4606,-14.9538
1.5833,-15.0734
1.7059,-15.1219
1.8286,-15.0694
1.9513,-15.0017
2.0739,-15.1091
2.1966,-15.2838
2.3193,-15.6083
2.4419,-15.5580
2.5646,-15.2862
2.6873,-15.4701
2.8099,-15.8602
2.9326,-15.8715
3.0553,-16.0666
3.1779,-16.0650
3.3006,-15.9852
3.4233,-16.2462
3.5459,-16.2015
3.6686,-16.2400
3.7913,-16.6302
3.9139,-16.4180
4.0366,-16.7530
4.1593,-16.4681
4.2819,-16.8002
4.4046,-17.0728
4.5273,-16.7085
4.6499,-17.0257
4.7726,-17.3357
4.8953,-17.0285
5.0179,-17.2305
