Data Info 1,Data info 2
-1.4227,-3.9792
-1.3730,-4.0537
-1.3233,-3.9971
-1.2735,-3.7489
-1.2238,-4.0249
-1.1740,-4.4454
-1.1243,-4.1152
-1.0745,-4.0775
-1.0248,-4.5559
-0.9751,-4.2944
-0.9253,-4.3995
-0.8756,-3.9717
-0.8258,-4.2823
-0.7761,-4.6575
-0.7263,-4.5306
-0.6766,-4.3552
-0.6269,-4.2779
-0.5771,-4.5157
-0.5274,-4.6885
-0.4776,-4.4534
-0.4279,-4.8672
-0.3781,-5.0495
-0.3284,-4.6943
-0.2787,-4.6478
-0.2289,-4.5478
-0.1792,-5.1223
-0.1294,-4.6885
-0.0797,-5.1385
-0.0299,-5.1024
0.0198,-5.1334
0.0696,-5.3306
0.1193,-4.9784
0.1690,-5.1035
0.2188,-5.4994
0.2685,-5.4582
0.3183,-4.9695
0.3680,-5.1483
0.4178,-5.6489
0.4675,-5.6562
0.5172,-5.1857
0.5670,-5.7834
0.6167,-5.8031
0.6665,-5.8686
0.7162,-5.3829
0.7660,-5.8212
0.8157,-5.5725
0.8654,-5.6442
0.9152,-5.7072
0.9649,-6.0633
1.0147,-6.0340
1.0644,-5.8951
1.1142,-6.1187
1.1639,-5.5929
1.2136,-5.7018
1.2634,-6.2435
1.3131,-5.8232
1.3629,-6.1088
1.4126,-5.8230
1.4624,-5.7718
1.5121,-5.8722
1.5619,-6.2363
1.6116,-5.8925
1.6613,-6.5632
1.7111,-6.4082
1.7608,-6.4636
1.8106,-6.6543
1.8603,-6.5878
1.9101,-6.1494
1.9598,-6.7264
2.0095,-6.4688
2.0593,-6.8504
2.1090,-6.6334
2.1588,-6.5843
2.2085,-6.7722
2.2583,-6.5201
2.3080,-6.5147
2.3577,-6.9622
2.4075,-6.4801
2.4572,-6.8321
2.5070,-6.7283
2.5567,-7.2841
2.6065,-6.7037
2.6562,-6.8334
2.7060,-6.7088
2.7557,-7.1198
2.8054,-7.0677
2.8552,-7.2023
2.9049,-7.5317
2.9547,-7.4355
3.0044,-7.4661
3.0542,-7.2429
3.1039,-7.2507
3.1536,-7.3864
3.2034,-7.2626
3.2531,-7.5719
3.3029,-7.4061
3.3526,-7.3752
3.4024,-7.8381
3.4521,-7.5953
3.5018,-7.9506
3.5516,-7.7599
3.6013,-8.0593
3.6511,-7.7373
3.7008,-7.8822
3.7506,-7.7949
3.8003,-7.6810
3.8500,-7.6098
3.8998,-7.9735
3.9495,-8.1011
3.9993,-8.0059
4.0490,-7.8235
4.0988,-7.8029
4.1485,-7.8196
4.1983,-8.1973
4.2480,-8.2571
4.2977,-8.5746
4.3475,-8.4886
4.3972,-8.3440
4.4470,-8.1470
4.4967,-8.1647
