Data Info 1,Data info 2
0.8539,-11.2618
0.9015,-11.2226
0.9491,-11.3655
0.9966,-11.2346
1.0442,-11.3878
1.0918,-11.3994
1.1394,-11.6366
1.1870,-11.5149
1.2346,-11.7414
1.2822,-11.8169
1.3297,-11.9622
1.3773,-11.7861
1.4249,-12.0962
1.4725,-12.2644
1.5201,-12.0168
1.5677,-12.3031
1.6152,-12.4457
1.6628,-12.5753
1.7104,-12.5831
1.7580,-12.5251
1.8056,-12.6975
1.8532,-12.7637
1.9008,-12.8822
1.9483,-12.7375
1.9959,-12.8234
2.0435,-13.1817
2.0911,-13.1794
2.1387,-13.2239
2.1863,-13.1458
2.2338,-13.2207
2.2814,-13.5036
2.3290,-13.7170
2.3766,-13.6954
2.4242,-13.6877
2.4718,-13.9021
2.5193,-13.6874
2.5669,-13.9149
2.6145,-14.0584
2.6621,-13.9178
2.7097,-13.9438
2.7573,-14.2596
2.8049,-14.4226
2.8524,-14.3785
2.9000,-14.5814
2.9476,-14.6942
2.9952,-14.4544
3.0428,-14.8088
3.0904,-14.5512
3.1379,-14.6875
3.1855,-14.7964
3.2331,-14.9172
3.2807,-15.2089
3.3283,-15.0310
3.3759,-15.2459
3.4235,-15.3260
3.4710,-15.4784
3.5186,-15.3415
3.5662,-15.6294
3.6138,-15.4372
3.6614,-15.7964
3.7090,-15.8453
3.7565,-15.8021
3.8041,-15.7101
3.8517,-15.8564
3.8993,-16.1801
3.9469,-16.3069
3.9945,-15.9987
4.0421,-16.1807
4.0896,-16.4176
4.1372,-16.3683
4.1848,-16.3959
4.2324,-16.6203
4.2800,-16.7612
4.3276,-16.8642
4.3751,-16.6364
4.4227,-16.8002
4.4703,-16.8418
4.5179,-17.0469
4.5655,-17.3008
4.6131,-17.3676
4.6607,-17.2918
4.7082,-17.5443
4.7558,-17.4431
4.8034,-17.5806
4.8510,-17.4091
4.8986,-17.5154
4.9462,-17.7853
4.9937,-17.7142
5.0413,-17.8394
5.0889,-17.9635
5.1365,-18.0345
5.1841,-17.9442
5.2317,-18.2139
5.2793,-18.2244
5.3268,-18.1893
5.3744,-18.5401
5.4220,-18.4908
5.4696,-18.3950
5.5172,-18.5205
5.5648,-18.7588
5.6123,-18.7212
5.6599,-18.8093
5.7075,-19.0277
5.7551,-19.0564
5.8027,-18.9305
5.8503,-19.1427
5.8979,-19.3410
5.9454,-19.3284
5.9930,-19.2574
6.0406,-19.3931
6.0882,-19.4507
6.1358,-19.6176
6.1834,-19.7405
6.2309,-19.8142
6.2785,-19.8498
6.3261,-20.0335
6.3737,-20.1172
6.4213,-20.2086
6.4689,-20.2210
6.5164,-20.0829
6.5640,-20.4238
6.6116,-20.3260
6.6592,-20.5104
6.7068,-20.5304
6.7544,-20.5049
6.8020,-20.6312
6.8495,-20.8627
6.8971,-21.0723
6.9447,-20.8749
6.9923,-21.0090
