Data Info 1,Data info 2
-5.2158,-9.4015
-5.0726,-9.8732
-4.9294,-9.5790
-4.7862,-10.4080
-4.6429,-8.7278
-4.4997,-10.2232
-4.3565,-10.3316
-4.2133,-9.2420
-4.0701,-9.1781
-3.9269,-8.8458
-3.7836,-8.2937
-3.6404,-8.1395
-3.4972,-9.9583
-3.3540,-7.9918
-3.2108,-9.7478
-3.0676,-8.6828
-2.9243,-10.5836
-2.7811,-8.6197
-2.6379,-8.8729
-2.4947,-8.8400
-2.3515,-8.5899
-2.2082,-10.1347
-2.0650,-8.2960
-1.9218,-8.8015
-1.7786,-10.4269
-1.6354,-9.2957
-1.4922,-10.3879
-1.3489,-8.3559
-1.2057,-8.3585
-1.0625,-8.9078
-0.9193,-10.2002
-0.7761,-10.8031
-0.6329,-8.7188
-0.4896,-10.0043
-0.3464,-8.5294
-0.2032,-10.2704
-0.0600,-10.7453
0.0832,-9.1366
0.2264,-8.3539
0.3697,-10.3610
0.5129,-8.4571
0.6561,-10.9358
0.7993,-8.8716
0.9425,-10.5696
1.0858,-8.9706
1.2290,-10.4256
1.3722,-10.4702
1.5154,-8.5880
1.6586,-8.7533
1.8018,-9.9052
