Data Info 1,Data info 2
2.1243,-13.0547
2.2017,-13.7149
2.2792,-13.4467
2.3567,-13.8964
2.4342,-13.4432
2.5116,-13.5035
2.5891,-13.7310
2.6666,-13.9675
2.7441,-14.5666
2.8215,-14.5184
2.8990,-14.2659
2.9765,-15.0030
3.0540,-14.9687
3.1314,-14.3674
3.2089,-15.0551
3.2864,-14.7786
3.3638,-14.7788
3.4413,-15.4555
3.5188,-15.2966
3.5963,-15.1099
3.6737,-15.6694
3.7512,-15.1280
3.8287,-15.5901
3.9062,-15.3890
3.9836,-16.0598
4.0611,-15.9438
4.1386,-16.1577
4.2161,-16.4374
4.2935,-15.9386
4.3710,-16.1948
4.4485,-15.9154
4.5260,-16.2974
4.6034,-16.8437
4.6809,-16.8505
4.7584,-16.6281
4.8359,-17.1224
4.9133,-16.7315
4.9908,-16.8712
5.0683,-17.2996
5.1458,-16.8511
5.2232,-16.8841
5.3007,-17.2251
5.3782,-17.0805
5.4557,-17.5414
5.5331,-17.5814
5.6106,-18.2662
5.6881,-17.4914
5.7655,-17.6147
5.8430,-18.1028
5.9205,-18.5995
5.9980,-17.8424
6.0754,-18.0130
6.1529,-18.3527
6.2304,-18.6743
6.3079,-18.4167
6.3853,-18.3520
6.4628,-18.4171
6.5403,-19.1974
6.6178,-18.5494
6.6952,-19.1103
6.7727,-18.9629
6.8502,-19.1710
6.9277,-19.0358
7.0051,-19.6259
7.0826,-19.7597
7.1601,-19.2239
7.2376,-19.3238
7.3150,-19.5587
7.3925,-20.0697
7.4700,-20.2592
7.5475,-20.2858
7.6249,-20.2319
7.7024,-20.1332
7.7799,-20.3324
7.8574,-20.0305
7.9348,-20.5181
8.0123,-20.2293
8.0898,-20.3991
8.1672,-21.1534
8.2447,-20.5086
