Data Info 1,Data info 2
1.4520,17.3063
1.5491,17.1257
1.6462,17.5805
1.7433,17.3741
1.8404,17.7477
1.9375,17.5463
2.0346,17.5912
2.1317,17.7308
2.2288,17.9438
2.3259,18.5671
2.4230,18.1677
2.5201,18.4161
2.6172,18.4144
2.7143,18.7793
2.8114,19.0711
2.9085,19.2789
3.0056,18.9061
3.1027,19.1753
3.1998,19.3690
3.2969,19.7009
3.3940,19.9139
3.4911,19.9465
3.5882,19.9157
3.6853,20.0768
3.7824,20.4630
3.8795,19.9800
3.9766,20.3100
4.0737,20.8723
4.1708,20.6612
4.2679,21.0805
4.3650,20.8149
4.4621,21.2899
4.5592,21.3359
4.6563,21.5215
4.7534,21.2705
4.8505,21.7947
4.9476,21.5447
5.0447,21.5245
5.1418,21.7899
5.2389,22.0244
5.3360,22.3773
5.4331,22.2062
5.5302,22.5371
5.6273,22.7528
5.7244,22.5665
5.8215,22.7824
5.9186,22.9695
6.0157,23.3250
6.1128,22.9283
6.2099,23.1343
6.3070,23.7059
6.4041,23.9183
6.5012,23.5126
6.5983,23.5770
6.6954,24.0826
6.7925,24.2991
6.8896,24.5023
6.9867,24.4910
7.0838,24.1688
7.1809,24.9313
7.2780,24.5944
7.3751,24.7835
7.4722,25.0468
7.5693,25.4367
7.6664,25.3826
7.7635,25.6893
7.8606,25.1881
7.9577,25.8677
8.0548,25.6932
8.1519,25.6205
8.2490,25.8353
8.3461,25.9224
8.4432,25.9793
8.5403,26.5865
8.6374,26.6889
8.7345,26.5586
8.8316,26.9779
8.9287,27.1018
9.0258,27.2885
9.1229,27.4487
