Data Info 1,Data info 2
5.1008,-0.1179
5.1636,1.5525
5.2264,1.5151
5.2892,-0.1656
5.3520,0.0772
5.4148,-0.1212
5.4776,1.4420
5.5404,2.0117
5.6031,0.7438
5.6659,0.4720
5.7287,1.2213
5.7915,-0.0785
5.8543,-0.4394
5.9171,1.0082
5.9799,0.0036
6.0427,1.2263
6.1055,0.4630
6.1683,0.7913
6.2310,0.1789
6.2938,-0.5610
6.3566,1.2251
6.4194,0.8470
6.4822,1.3565
6.5450,-0.0558
6.6078,1.8551
6.6706,0.7991
6.7334,1.3109
6.7961,-0.4740
6.8589,1.3208
6.9217,1.1513
6.9845,1.3797
7.0473,0.3450
7.1101,1.4688
7.1729,1.6682
7.2357,-0.5642
7.2985,1.7772
7.3613,-0.3392
7.4240,0.5890
7.4868,-0.1127
7.5496,0.2646
7.6124,-0.2781
7.6752,0.7780
7.7380,0.2077
7.8008,0.0182
7.8636,-0.4603
7.9264,0.6342
7.9892,-0.2214
8.0519,-0.4643
8.1147,0.9039
8.1775,0.0016
8.2403,0.8654
8.3031,-0.2095
8.3659,-0.3809
8.4287,1.4072
8.4915,0.0525
8.5543,1.4914
8.6170,0.3496
8.6798,-0.2194
8.7426,-0.0159
8.8054,-0.2851
8.8682,0.8038
8.9310,0.8328
8.9938,0.0297
9.0566,1.2164
9.1194,1.1796
9.1822,1.4768
9.2449,-0.7549
9.3077,1.4507
9.3705,0.8777
9.4333,1.3849
9.4961,1.2901
9.5589,0.0171
9.6217,1.2554
9.6845,-0.6223
9.7473,-0.0756
9.8101,0.5248
9.8728,0.2096
9.9356,-0.8079
9.9984,0.9224
10.0612,-0.0898
10.1240,-0.1093
10.1868,-0.2123
10.2496,-0.0540
10.3124,0.1458
10.3752,-0.5588
10.4379,-0.7204
10.5007,-0.7047
10.5635,0.6676
10.6263,-0.4964
10.6891,-0.2790
10.7519,0.7497
10.8147,0.7838
10.8775,-0.5043
10.9403,-0.8718
11.0031,-0.3233
11.0658,0.7699
11.1286,0.9734
11.1914,0.8756
11.2542,0.9896
11.3170,-0.9574
11.3798,0.3923
11.4426,-0.6029
11.5054,0.8547
11.5682,0.6214
11.6310,1.2234
11.6937,-0.4485
11.7565,-0.5309
11.8193,-0.1687
11.8821,0.2615
11.9449,-0.7505
12.0077,1.2785
12.0705,-0.7674
12.1333,0.8184
12.1961,-0.6116
12.2588,0.6977
12.3216,-0.8360
12.3844,-0.4040
12.4472,0.7667
12.5100,0.9506
12.5728,-0.6252
12.6356,-1.0184
12.6984,-0.2238
12.7612,1.0664
12.8240,0.5604
12.8867,-0.9524
12.9495,0.4314
13.0123,-0.3768
13.0751,-0.9136
13.1379,0.2660
13.2007,-1.2733
13.2635,-1.0396
13.3263,-1.1381
13.3891,0.6496
13.4518,1.0946
13.5146,-0.0102
13.5774,-1.3130
13.6402,-0.1559
13.7030,1.0015
13.7658,0.0396
13.8286,-0.3839
13.8914,0.2120
13.9542,0.4637
14.0170,0.0009
14.0797,0.0886
14.1425,0.3320
14.2053,-1.2299
14.2681,0.2083
14.3309,-0.6272
14.3937,-0.1939
14.4565,-1.4639
