Data Info 1,Data info 2
-2.6381,-3.4572
-2.5558,-3.6181
-2.4734,-3.7424
-2.3911,-2.9932
-2.3087,-3.3433
-2.2264,-2.5546
-2.1440,-3.3004
-2.0617,-2.6344
-1.9793,-2.0180
-1.8970,-2.8564
-1.8146,-2.3382
-1.7323,-1.5562
-1.6499,-1.7638
-1.5676,-1.8450
-1.4852,-1.4222
-1.4029,-1.2064
-1.3205,-2.0011
-1.2382,-1.2903
-1.1558,-0.9230
-1.0735,-1.6925
-0.9911,-0.7810
-0.9088,-0.3925
-0.8264,-1.0042
-0.7441,-0.1893
-0.6617,-0.7819
-0.5794,-0.9847
-0.4970,-0.6692
-0.4147,-0.2388
-0.3323,-0.5383
-0.2500,-0.1026
-0.1676,0.4447
-0.0852,-0.2397
-0.0029,-0.1370
0.0795,0.5105
0.1618,0.7018
0.2442,0.7294
0.3265,0.5268
0.4089,0.9282
0.4912,1.3602
0.5736,1.4496
0.6559,0.9342
0.7383,1.4240
0.8206,1.9372
0.9030,0.8083
0.9853,1.3467
1.0677,1.2066
1.1500,2.0972
1.2324,1.7189
1.3147,2.3542
1.3971,1.5044
1.4794,2.8632
1.5618,2.1224
1.6441,2.0215
1.7265,2.3730
1.8088,2.4368
1.8912,3.4216
1.9735,3.5877
2.0559,2.7208
2.1382,3.5937
2.2206,3.1545
2.3029,4.0097
2.3853,3.2264
2.4676,4.0695
2.5500,3.1686
2.6323,3.5439
2.7147,3.5195
2.7970,4.6652
2.8794,4.6427
2.9618,4.0232
3.0441,4.6331
3.1265,4.8218
3.2088,4.2043
3.2912,4.2177
3.3735,5.3681
3.4559,5.2009
3.5382,5.2461
3.6206,4.7140
3.7029,5.0050
3.7853,4.7382
3.8676,5.9926
3.9500,4.9390
4.0323,5.9998
4.1147,5.8237
4.1970,5.5643
4.2794,5.6558
4.3617,6.0657
4.4441,5.8985
4.5264,6.1194
4.6088,6.1723
4.6911,6.9846
4.7735,6.1572
4.8558,6.2819
4.9382,6.3220
5.0205,6.6798
5.1029,7.3695
5.1852,7.4379
5.2676,7.9209
5.3499,6.9224
5.4323,6.9616
5.5146,8.1245
5.5970,7.5362
5.6793,7.6587
5.7617,7.4720
5.8440,8.7690
5.9264,8.1265
6.0088,8.6046
6.0911,8.0560
6.1735,8.9210
6.2558,8.7831
6.3382,8.4164
6.4205,9.0001
6.5029,9.1754
6.5852,9.0649
6.6676,8.7878
6.7499,9.8588
6.8323,9.1247
6.9146,8.9007
6.9970,9.2348
7.0793,9.2554
7.1617,9.2335
