Data Info 1,Data info 2
11.3342,-23.2621
11.4330,-20.1814
11.5317,-21.4151
11.6304,-20.7753
11.7291,-19.1667
11.8278,-23.7623
11.9265,-22.3072
12.0252,-23.6091
12.1239,-20.8502
12.2226,-23.0674
12.3213,-24.4588
12.4200,-22.9306
12.5187,-23.3895
12.6174,-23.7180
12.7161,-19.6993
12.8148,-21.0812
12.9136,-25.0128
13.0123,-20.8907
13.1110,-21.8628
13.2097,-21.0721
13.3084,-23.1744
13.4071,-23.0949
13.5058,-25.4334
13.6045,-24.9502
13.7032,-21.8536
13.8019,-25.5914
13.9006,-22.8483
13.9993,-23.6165
14.0980,-23.5927
14.1967,-25.8509
14.2955,-21.0286
14.3942,-20.9671
14.4929,-22.2980
14.5916,-22.1915
14.6903,-24.6750
14.7890,-21.7481
14.8877,-21.4704
14.9864,-23.1443
15.0851,-21.1605
15.1838,-26.0578
15.2825,-25.5730
15.3812,-21.9944
15.4799,-24.2684
15.5786,-25.0266
15.6773,-25.7793
15.7761,-24.6229
15.8748,-26.9969
15.9735,-23.3802
16.0722,-24.9409
16.1709,-22.0399
16.2696,-24.0392
16.3683,-27.1489
16.4670,-26.4501
16.5657,-24.4695
16.6644,-25.6119
16.7631,-26.1834
16.8618,-26.2449
16.9605,-23.6802
17.0592,-23.1058
17.1579,-22.5020
17.2567,-25.5067
17.3554,-27.2557
17.4541,-27.3079
17.5528,-22.8368
17.6515,-22.6970
17.7502,-23.6150
17.8489,-23.9260
17.9476,-22.8143
18.0463,-26.9680
18.1450,-27.7740
18.2437,-25.3747
18.3424,-27.5929
18.4411,-28.3215
18.5398,-23.9343
18.6385,-28.5539
18.7373,-23.4430
18.8360,-28.7968
18.9347,-26.9428
19.0334,-27.2617
19.1321,-29.0405
19.2308,-29.0487
19.3295,-27.0080
19.4282,-27.2663
19.5269,-25.2065
19.6256,-28.4671
19.7243,-28.9516
19.8230,-25.2996
19.9217,-26.5395
20.0204,-28.1564
20.1192,-28.7913
20.2179,-27.2114
20.3166,-25.0720
20.4153,-25.2355
20.5140,-26.3341
20.6127,-26.0821
20.7114,-24.9832
20.8101,-26.7245
20.9088,-28.7459
21.0075,-25.1832
21.1062,-29.4371
