Data Info 1,Data info 2
2.8366,5.3334
2.9351,5.2396
3.0335,4.7999
3.1319,5.5179
3.2304,4.8536
3.3288,4.1345
3.4272,5.3577
3.5257,5.3783
3.6241,4.2697
3.7225,4.5305
3.8210,4.1090
3.9194,4.0093
4.0178,5.0862
4.1162,3.8839
4.2147,4.0067
4.3131,3.8379
4.4115,4.8693
4.5100,4.9927
4.6084,4.0009
4.7068,4.4715
4.8053,4.4414
4.9037,4.0243
5.0021,4.0421
5.1005,3.8997
5.1990,4.4079
5.2974,3.9572
5.3958,4.4716
5.4943,3.8421
5.5927,4.4697
5.6911,4.0928
5.7896,4.5955
5.8880,3.7666
5.9864,3.3790
6.0849,4.4555
6.1833,4.1796
6.2817,3.3317
6.3801,3.9585
6.4786,3.2239
6.5770,3.6086
6.6754,4.0876
6.7739,3.6223
6.8723,4.0194
6.9707,3.5150
7.0692,4.1023
7.1676,3.6583
7.2660,3.1377
7.3644,4.0692
7.4629,3.5002
7.5613,3.4223
7.6597,2.8671
7.7582,2.9825
7.8566,2.9652
7.9550,3.6732
8.0535,2.8119
8.1519,2.8502
8.2503,2.7012
8.3487,3.4996
8.4472,3.1515
8.5456,2.8112
8.6440,3.4265
8.7425,3.0914
8.8409,2.4812
8.9393,3.3725
9.0378,2.7926
9.1362,3.3624
9.2346,2.5347
9.3331,3.3970
9.4315,2.3097
9.5299,2.0318
9.6283,3.2807
9.7268,2.1283
9.8252,2.6759
9.9236,3.0531
10.0221,2.3070
10.1205,1.7766
10.2189,2.7237
10.3174,2.1315
10.4158,2.0001
10.5142,1.6631
10.6126,2.8192
10.7111,2.1823
10.8095,2.7558
10.9079,2.3025
11.0064,2.8301
11.1048,1.4397
11.2032,2.7200
11.3017,2.6507
11.4001,2.3852
11.4985,2.6286
11.5970,2.4548
11.6954,2.2496
11.7938,1.8000
11.8922,1.6566
11.9907,2.0975
12.0891,1.6285
12.1875,2.1726
12.2860,1.7675
12.3844,1.0723
12.4828,1.0695
12.5813,1.6128
