Data Info 1,Data info 2
7.9764,-10.0660
8.0496,-9.5737
8.1228,-11.1007
8.1960,-13.3213
8.2692,-11.9816
8.3424,-11.2448
8.4156,-11.6366
8.4888,-10.2870
8.5620,-13.5931
8.6352,-12.6460
8.7084,-11.3135
8.7816,-10.5912
8.8548,-12.2778
8.9280,-11.5346
9.0012,-9.9460
9.0744,-10.1701
9.1476,-10.2457
9.2208,-12.9839
9.2940,-10.7109
9.3672,-13.0018
9.4404,-13.0050
9.5136,-13.9347
9.5868,-10.8130
9.6600,-10.7069
9.7332,-10.5179
9.8064,-11.1831
9.8796,-11.0258
9.9528,-10.8143
10.0260,-13.9982
10.0992,-10.6400
10.1723,-11.6729
10.2455,-13.3636
10.3187,-10.3903
10.3919,-13.4455
10.4651,-13.4729
10.5383,-13.4436
10.6115,-14.0400
10.6847,-10.6479
10.7579,-13.2834
10.8311,-11.9826
10.9043,-13.1328
10.9775,-13.3254
11.0507,-11.4032
11.1239,-12.5913
11.1971,-13.6614
11.2703,-13.2551
11.3435,-13.1876
11.4167,-12.1767
11.4899,-11.2908
11.5631,-10.8568
11.6363,-12.2563
11.7095,-14.4012
11.7827,-12.1581
11.8559,-11.7968
11.9291,-11.1460
12.0023,-12.8932
12.0755,-11.3030
12.1487,-12.7762
12.2219,-12.4599
12.2951,-14.7394
12.3683,-11.2878
12.4415,-13.2075
12.5147,-12.8499
12.5879,-11.9563
12.6611,-14.4447
12.7343,-14.9626
12.8075,-12.2994
12.8807,-12.1344
12.9539,-12.4156
13.0271,-12.7176
13.1003,-12.3511
13.1735,-11.4212
13.2467,-12.0391
13.3199,-11.6668
13.3931,-14.6263
13.4663,-12.1173
13.5395,-14.3670
13.6127,-14.3250
13.6859,-13.7397
13.7591,-11.7194
13.8323,-14.3395
13.9055,-15.0533
13.9787,-11.5770
14.0519,-15.0120
14.1251,-12.9711
14.1983,-14.9960
14.2715,-12.3351
14.3447,-12.8941
14.4179,-12.3502
14.4911,-12.0596
14.5643,-12.3586
14.6375,-15.4790
14.7107,-12.4296
14.7839,-14.4583
14.8571,-14.2072
14.9303,-15.6897
15.0035,-14.1621
15.0767,-12.0613
15.1499,-14.7735
15.2231,-12.8897
15.2963,-15.8683
15.3695,-15.5164
15.4427,-13.2954
15.5159,-13.7511
15.5891,-12.6529
15.6623,-15.3042
15.7355,-13.3008
15.8087,-12.8496
15.8819,-13.8784
15.9551,-12.4318
