Data Info 1,Data info 2
-6.8024,-14.6274
-6.7134,-14.1386
-6.6244,-12.0688
-6.5354,-11.5956
-6.4464,-12.8905
-6.3574,-11.6853
-6.2685,-12.9918
-6.1795,-11.1960
-6.0905,-12.1376
-6.0015,-11.5772
-5.9125,-13.3491
-5.8235,-11.2182
-5.7345,-13.2399
-5.6455,-11.1040
-5.5565,-12.3031
-5.4675,-11.2473
-5.3785,-10.2407
-5.2896,-12.5856
-5.2006,-10.7003
-5.1116,-11.1815
-5.0226,-12.1768
-4.9336,-11.1407
-4.8446,-11.2672
-4.7556,-11.5520
-4.6666,-10.0301
-4.5776,-9.8149
-4.4886,-9.6061
-4.3997,-10.5257
-4.3107,-9.8294
-4.2217,-9.7277
-4.1327,-9.7693
-4.0437,-9.4833
-3.9547,-11.6309
-3.8657,-11.1814
-3.7767,-10.2982
-3.6877,-11.4226
-3.5987,-9.0015
-3.5098,-10.0544
-3.4208,-11.1353
-3.3318,-9.2732
-3.2428,-11.2807
-3.1538,-8.6654
-3.0648,-11.2357
-2.9758,-9.9761
-2.8868,-9.6144
-2.7978,-9.1467
-2.7088,-10.8395
-2.6199,-8.2527
-2.5309,-10.6274
-2.4419,-10.9311
-2.3529,-10.0880
-2.2639,-10.0930
-2.1749,-8.7507
-2.0859,-9.9363
-1.9969,-10.4929
-1.9079,-9.2348
-1.8189,-7.9805
-1.7299,-10.1139
-1.6410,-9.8557
-1.5520,-10.1371
