Data Info 1,Data info 2
-2.6325,-9.4671
-2.5487,-10.2205
-2.4650,-9.9563
-2.3813,-9.7421
-2.2976,-10.5944
-2.2138,-10.6998
-2.1301,-11.1174
-2.0464,-10.7790
-1.9627,-12.0520
-1.8789,-12.2961
-1.7952,-12.1210
-1.7115,-11.5267
-1.6277,-12.1195
-1.5440,-12.0610
-1.4603,-12.9568
-1.3766,-12.3679
-1.2928,-12.8845
-1.2091,-13.4466
-1.1254,-13.3220
-1.0417,-13.2180
-0.9579,-13.6849
-0.8742,-14.2817
-0.7905,-14.0858
-0.7068,-14.0849
-0.6230,-14.5283
-0.5393,-14.5540
-0.4556,-15.5994
-0.3719,-15.5045
-0.2881,-16.0466
-0.2044,-15.5279
-0.1207,-16.6405
-0.0370,-16.9282
0.0468,-16.6002
0.1305,-16.5374
0.2142,-16.6300
0.2980,-16.7289
0.3817,-17.5504
0.4654,-18.4410
0.5491,-17.4033
0.6329,-18.5209
0.7166,-18.1836
0.8003,-18.5059
0.8840,-19.2069
0.9678,-19.3814
1.0515,-19.7656
1.1352,-19.4446
1.2189,-19.3298
1.3027,-19.6801
1.3864,-20.7448
1.4701,-19.9692
1.5538,-20.3351
1.6376,-21.4247
1.7213,-21.3421
1.8050,-20.9881
1.8888,-21.7852
1.9725,-21.6652
2.0562,-22.5538
2.1399,-22.1605
2.2237,-21.6682
2.3074,-22.1539
