Data Info 1,Data info 2
1.3581,4.5587
1.4391,4.5048
1.5200,5.0693
1.6010,5.0027
1.6820,5.0398
1.7629,5.0995
1.8439,4.9168
1.9248,4.9103
2.0058,5.0817
2.0868,5.0396
2.1677,4.6977
2.2487,5.1949
2.3296,4.8200
2.4106,5.3826
2.4916,5.0570
2.5725,4.9469
2.6535,5.3597
2.7344,5.2973
2.8154,5.3099
2.8964,5.2426
2.9773,4.9851
3.0583,5.0269
3.1392,5.5265
3.2202,5.5214
3.3011,5.1472
3.3821,5.2125
3.4631,5.1042
3.5440,5.2625
3.6250,5.4265
3.7059,5.2502
3.7869,5.8170
3.8679,5.6353
3.9488,5.6343
4.0298,5.6522
4.1107,5.7718
4.1917,5.8542
4.2727,5.5874
4.3536,5.4101
4.4346,5.5389
4.5155,5.8912
4.5965,5.7607
4.6775,5.7209
4.7584,5.8633
4.8394,6.0811
4.9203,6.1548
5.0013,6.1805
5.0822,6.1699
5.1632,6.2134
5.2442,5.7022
5.3251,6.2737
5.4061,6.3139
5.4870,6.1463
5.5680,5.9843
5.6490,6.1211
5.7299,6.0647
5.8109,6.3029
5.8918,6.0312
5.9728,6.0469
6.0538,6.3067
6.1347,6.2707
6.2157,6.3185
6.2966,6.2585
6.3776,6.2953
6.4586,6.3393
6.5395,6.1111
6.6205,6.4617
6.7014,6.2206
6.7824,6.6579
6.8633,6.2480
6.9443,6.2153
7.0253,6.5294
7.1062,6.6161
7.1872,6.6695
7.2681,6.8395
7.3491,6.6571
7.4301,6.6582
7.5110,6.8265
7.5920,6.5010
7.6729,6.7962
7.7539,6.5721
7.8349,7.0872
7.9158,6.5413
7.9968,6.8734
8.0777,6.5803
8.1587,6.8983
8.2397,6.8801
8.3206,7.0280
8.4016,6.9360
8.4825,7.1710
8.5635,6.9901
8.6444,7.1092
8.7254,6.9258
8.8064,7.4045
8.8873,7.0420
8.9683,7.1095
9.0492,7.4266
9.1302,7.3043
9.2112,7.3159
9.2921,7.3744
9.3731,7.1158
9.4540,7.5884
9.5350,7.6138
9.6160,7.4464
9.6969,7.2179
9.7779,7.1295
9.8588,7.5357
9.9398,7.7022
10.0208,7.2616
10.1017,7.5047
10.1827,7.2788
10.2636,7.6865
10.3446,7.8396
10.4255,7.5866
10.5065,7.7224
10.5875,7.7810
10.6684,7.7388
10.7494,7.7329
10.8303,7.6256
10.9113,7.6018
10.9923,7.6736
